origin,destination,departure_date,return_date,airline,cabin_class,adults,children,infants,stops,trip_type,currency,flight_duration_minutes,departure_hour,arrival_hour,price,price_usd
ZRH,DFW,2026-12-20,,DL,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,EUR,410,15,21,1653.82,1786.13
MCT,LAX,2026-10-29,2026-11-16,GA,PREMIUM_ECONOMY,2,1,0,1,ROUND_TRIP,USD,540,2,11,3634.97,3634.97
AMD,SYD,2027-07-01,,IB,ECONOMY,1,0,0,0,ONE_WAY,EUR,468,0,7,1498.74,1618.64
BAH,MAD,2027-05-18,2027-06-10,GF,BUSINESS,1,0,0,0,ROUND_TRIP,EUR,640,21,7,10390.62,11221.87
MCT,MAD,2027-06-13,,EK,ECONOMY,2,1,0,1,ONE_WAY,INR,166,19,21,3318.08,39.82
CGK,MCT,2026-08-14,,EK,ECONOMY,4,0,0,1,ONE_WAY,USD,557,10,19,9361.53,9361.53
HKG,BKK,2027-04-13,,KL,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,EUR,201,11,14,1681.47,1815.99
NRT,ZRH,2027-03-25,2027-04-14,AA,ECONOMY,1,0,0,0,ROUND_TRIP,USD,212,14,17,1993.72,1993.72
PNQ,MEL,2027-06-25,,KL,PREMIUM_ECONOMY,3,1,0,1,ONE_WAY,AED,349,17,22,6746.69,1835.1
BAH,MIA,2026-10-01,2026-10-15,LH,ECONOMY,1,0,0,0,ROUND_TRIP,USD,620,8,18,1539.92,1539.92
HYD,MAD,2027-04-12,,SQ,ECONOMY,1,0,1,1,ONE_WAY,GBP,570,19,4,323.71,411.11
KUL,HKG,2026-10-31,2026-11-25,EK,ECONOMY,3,0,0,2,ROUND_TRIP,INR,645,23,9,7744.08,92.93
SFO,PNQ,2026-08-22,2026-09-04,6E,ECONOMY,3,0,0,1,ROUND_TRIP,USD,401,21,3,1577.83,1577.83
ZRH,DOH,2026-11-20,,DL,PREMIUM_ECONOMY,2,0,0,0,ONE_WAY,USD,369,16,22,4509.98,4509.98
BKK,HYD,2027-05-28,2027-06-11,WY,PREMIUM_ECONOMY,2,1,1,0,ROUND_TRIP,EUR,84,3,4,3901.7,4213.84
KUL,DPS,2027-06-30,2027-07-03,MH,ECONOMY,3,0,0,0,ROUND_TRIP,USD,581,5,14,8081.78,8081.78
KUL,CCU,2027-01-19,,GA,BUSINESS,4,1,0,1,ONE_WAY,GBP,447,1,8,19606.89,24900.75
MAD,KWI,2027-08-06,,WY,ECONOMY,1,1,0,0,ONE_WAY,USD,166,14,16,2189.62,2189.62
ORD,LAX,2027-05-16,,PR,PREMIUM_ECONOMY,3,0,0,0,ONE_WAY,GBP,365,18,0,3231.34,4103.8
SIN,LAX,2026-09-29,2026-10-18,SQ,BUSINESS,2,0,0,1,ROUND_TRIP,USD,502,6,14,12940.25,12940.25
PNQ,ICN,2027-01-26,,TG,PREMIUM_ECONOMY,1,0,0,2,ONE_WAY,EUR,218,22,1,1347.03,1454.79
LAX,DEL,2026-11-17,,EK,ECONOMY,1,2,0,1,ONE_WAY,GBP,201,0,3,1461.54,1856.16
MEL,SIN,2026-12-11,2027-01-07,GA,ECONOMY,1,0,0,0,ROUND_TRIP,USD,400,16,22,900.49,900.49
SFO,BKK,2027-08-06,2027-08-25,PR,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,480,6,14,2579.2,2785.54
DXB,LAX,2026-10-28,,6E,FIRST,3,0,0,0,ONE_WAY,INR,579,6,15,7679.37,92.15
KWI,ZRH,2027-02-21,,GF,ECONOMY,1,0,0,1,ONE_WAY,USD,606,0,10,501.71,501.71
SYD,MIA,2027-01-23,,MH,ECONOMY,1,0,1,0,ONE_WAY,USD,580,4,13,1638.4,1638.4
ZRH,MAD,2026-12-05,,TG,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,USD,303,19,0,1769.34,1769.34
JFK,NRT,2027-03-24,2027-03-29,AI,PREMIUM_ECONOMY,2,0,0,0,ROUND_TRIP,AED,144,10,12,2779.57,756.04
KWI,BKK,2027-07-29,,IX,ECONOMY,1,2,0,0,ONE_WAY,INR,651,16,2,1327.58,15.93
LAX,AMD,2027-04-19,2027-05-12,SQ,BUSINESS,1,0,0,1,ROUND_TRIP,USD,417,21,3,9912.75,9912.75
SIN,BLR,2027-08-13,2027-08-26,GF,ECONOMY,3,2,0,1,ROUND_TRIP,USD,354,17,22,2370.06,2370.06
SIN,SYD,2027-06-24,2027-07-20,PR,ECONOMY,1,2,0,0,ROUND_TRIP,USD,189,14,17,5340.61,5340.61
BLR,CGK,2027-07-25,2027-08-06,GF,ECONOMY,1,0,0,1,ROUND_TRIP,EUR,690,0,11,878.17,948.42
SFO,BOM,2026-09-26,2026-10-16,IB,ECONOMY,1,0,0,0,ROUND_TRIP,EUR,228,3,6,1603.26,1731.52
AUH,HKG,2027-05-09,,KL,BUSINESS,2,2,1,2,ONE_WAY,EUR,385,18,0,7305.35,7889.78
HYD,DOH,2027-01-15,2027-01-31,WN,FIRST,1,2,0,2,ROUND_TRIP,AED,637,12,22,6169.7,1678.16
KWI,AMS,2027-01-16,2027-02-07,GA,PREMIUM_ECONOMY,1,0,0,0,ROUND_TRIP,INR,649,16,2,2468.09,29.62
BLR,DFW,2027-06-19,2027-07-04,DL,ECONOMY,2,1,0,1,ROUND_TRIP,EUR,556,5,14,2709.57,2926.34
MAD,AMS,2027-01-23,,AI,ECONOMY,1,0,0,2,ONE_WAY,EUR,744,3,15,629.96,680.36
LHR,MAA,2027-05-26,2027-05-29,WN,ECONOMY,2,0,0,0,ROUND_TRIP,INR,529,10,18,2955.59,35.47
ZRH,ORD,2027-07-18,2027-08-17,IB,ECONOMY,2,0,0,1,ROUND_TRIP,EUR,582,18,3,3089.06,3336.18
LAX,CCU,2027-06-09,,EY,PREMIUM_ECONOMY,2,0,0,0,ONE_WAY,USD,428,5,12,3943.85,3943.85
LAX,DPS,2027-05-16,2027-05-23,KL,ECONOMY,1,1,1,0,ROUND_TRIP,INR,371,12,18,3147.07,37.76
MIA,MCT,2027-03-11,2027-03-25,EY,FIRST,1,1,0,1,ROUND_TRIP,USD,218,6,9,4886.24,4886.24
AMS,JFK,2027-03-02,,PR,ECONOMY,4,1,0,1,ONE_WAY,AED,751,7,19,2929.9,796.93
MAD,KUL,2026-10-03,,EK,BUSINESS,2,0,0,0,ONE_WAY,USD,96,12,13,2055.67,2055.67
SFO,SIN,2027-03-11,,KL,ECONOMY,2,0,0,1,ONE_WAY,USD,512,0,8,1209.06,1209.06
CGK,CCU,2027-04-05,2027-04-19,LH,ECONOMY,1,0,0,2,ROUND_TRIP,INR,722,23,11,2432.94,29.2
CDG,KWI,2026-12-17,2027-01-10,LX,BUSINESS,1,1,0,1,ROUND_TRIP,USD,374,19,1,7382.03,7382.03
KUL,NRT,2026-08-17,2026-09-12,SQ,ECONOMY,4,0,0,2,ROUND_TRIP,USD,370,1,7,8275.95,8275.95
SFO,ICN,2027-07-11,,LX,BUSINESS,1,1,0,1,ONE_WAY,EUR,388,17,23,4956.65,5353.18
BLR,FCO,2026-10-16,2026-10-22,AF,BUSINESS,1,2,0,1,ROUND_TRIP,USD,389,4,10,14340.51,14340.51
FRA,PNQ,2027-07-08,,GA,ECONOMY,3,1,0,0,ONE_WAY,USD,558,22,7,1444.11,1444.11
CDG,AMS,2026-10-28,,BA,ECONOMY,2,0,0,1,ONE_WAY,INR,686,16,3,1510.2,18.12
BOM,CDG,2027-07-24,2027-08-05,LH,ECONOMY,2,0,0,1,ROUND_TRIP,USD,573,4,13,1210.08,1210.08
MAD,MIA,2027-05-05,,WY,PREMIUM_ECONOMY,1,0,0,1,ONE_WAY,USD,694,12,23,1121.86,1121.86
DOH,ORD,2027-05-09,2027-05-27,SQ,ECONOMY,1,1,0,0,ROUND_TRIP,USD,352,5,10,3495.37,3495.37
MAA,LAX,2027-04-06,,QR,ECONOMY,2,1,0,0,ONE_WAY,USD,98,18,19,3860.93,3860.93
DEL,ICN,2027-05-14,,QR,PREMIUM_ECONOMY,2,2,0,0,ONE_WAY,USD,509,23,7,11907.41,11907.41
BLR,KUL,2027-04-04,,DL,ECONOMY,1,2,0,0,ONE_WAY,INR,304,5,10,2266.43,27.2
AMS,MEL,2026-12-08,,WY,ECONOMY,1,2,0,0,ONE_WAY,INR,409,7,13,2951.65,35.42
AMD,SYD,2026-12-02,2026-12-24,6E,ECONOMY,1,0,0,1,ROUND_TRIP,USD,547,15,0,1936.63,1936.63
MEL,DEL,2027-04-04,2027-04-07,DL,ECONOMY,1,0,0,1,ROUND_TRIP,INR,180,8,11,409.67,4.92
KWI,LAX,2027-04-28,,AA,ECONOMY,1,0,0,1,ONE_WAY,GBP,407,9,15,563.48,715.62
BKK,PNQ,2027-03-23,,PR,BUSINESS,4,0,0,0,ONE_WAY,USD,329,21,2,7752.32,7752.32
JFK,SYD,2027-07-30,,EK,ECONOMY,1,0,0,1,ONE_WAY,USD,539,9,17,2205.99,2205.99
MCT,DPS,2027-05-05,,TG,ECONOMY,2,1,0,0,ONE_WAY,INR,473,15,22,2038.38,24.46
AMS,LHR,2027-04-01,2027-04-13,WY,ECONOMY,1,0,0,1,ROUND_TRIP,USD,702,13,0,2073.42,2073.42
MIA,SIN,2026-08-23,,AI,BUSINESS,1,1,1,1,ONE_WAY,SGD,165,22,0,4241.08,3138.4
MAD,DFW,2027-01-01,2027-01-07,AI,ECONOMY,2,0,0,1,ROUND_TRIP,USD,540,2,11,995.04,995.04
DOH,JFK,2027-08-10,2027-08-28,GA,ECONOMY,4,0,0,1,ROUND_TRIP,EUR,338,7,12,10572.24,11418.02
BLR,PNQ,2027-01-27,,6E,PREMIUM_ECONOMY,4,0,0,1,ONE_WAY,USD,654,23,9,1845.07,1845.07
AUH,DOH,2027-05-12,,DL,ECONOMY,1,0,0,0,ONE_WAY,USD,392,9,15,1462.91,1462.91
MAA,JFK,2027-07-26,,LH,BUSINESS,1,0,0,0,ONE_WAY,AED,218,22,1,3737.77,1016.67
FRA,BOM,2027-05-03,,IX,ECONOMY,1,0,0,2,ONE_WAY,USD,295,11,15,314.98,314.98
HKG,ZRH,2027-05-13,2027-05-21,UA,ECONOMY,2,0,1,1,ROUND_TRIP,GBP,287,16,20,4697.77,5966.17
CCU,DPS,2026-10-30,2026-11-22,IB,PREMIUM_ECONOMY,2,0,0,1,ROUND_TRIP,INR,257,10,14,4363.6,52.36
KUL,ICN,2026-08-23,2026-08-26,PR,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,EUR,406,7,13,3844.11,4151.64
SIN,AUH,2027-02-11,2027-03-08,WY,BUSINESS,2,0,0,1,ROUND_TRIP,INR,278,18,22,13455.71,161.47
FCO,KWI,2027-01-22,2027-02-01,UK,ECONOMY,2,0,1,0,ROUND_TRIP,INR,278,21,1,3017.41,36.21
BAH,ZRH,2027-03-27,,EK,ECONOMY,1,0,0,2,ONE_WAY,SGD,629,3,13,753.2,557.37
MCT,MIA,2027-06-06,,6E,ECONOMY,1,1,0,0,ONE_WAY,USD,212,23,2,1511.29,1511.29
PNQ,KWI,2026-09-29,2026-10-27,PR,ECONOMY,1,2,0,0,ROUND_TRIP,INR,188,16,19,2298.21,27.58
KUL,BOM,2027-07-13,,AI,ECONOMY,1,0,0,0,ONE_WAY,SGD,547,9,18,1019.36,754.33
CCU,MIA,2026-08-18,2026-08-25,LX,ECONOMY,3,0,0,0,ROUND_TRIP,INR,327,16,21,10655.39,127.86
HYD,MAA,2027-05-06,2027-05-13,WN,BUSINESS,1,0,0,0,ROUND_TRIP,GBP,68,23,0,2313.85,2938.59
KWI,DFW,2026-08-28,,UK,BUSINESS,1,0,0,1,ONE_WAY,USD,659,0,10,3332.08,3332.08
AUH,SIN,2027-03-16,2027-03-21,6E,ECONOMY,1,0,0,0,ROUND_TRIP,INR,310,3,8,1624.24,19.49
KUL,SFO,2027-01-26,2027-02-19,UA,ECONOMY,1,0,0,0,ROUND_TRIP,INR,135,17,19,665.83,7.99
AMD,MNL,2026-09-25,2026-10-21,LX,PREMIUM_ECONOMY,1,0,1,0,ROUND_TRIP,USD,340,3,8,1011.77,1011.77
MIA,MAD,2027-05-07,,WN,ECONOMY,2,0,1,1,ONE_WAY,USD,733,16,4,2302.78,2302.78
DXB,JFK,2026-11-23,,KL,ECONOMY,3,1,0,1,ONE_WAY,INR,297,5,9,2910.49,34.93
AUH,HYD,2027-06-05,,QR,ECONOMY,1,0,0,1,ONE_WAY,EUR,746,12,0,782.04,844.6
FRA,SYD,2027-04-20,,IB,ECONOMY,4,0,0,0,ONE_WAY,INR,430,17,0,5663.28,67.96
AMD,LAX,2027-04-05,,PR,ECONOMY,2,2,0,0,ONE_WAY,USD,580,3,12,1352.84,1352.84
LAX,FCO,2027-05-02,2027-05-11,IB,ECONOMY,3,0,0,2,ROUND_TRIP,USD,685,4,15,5141.1,5141.1
LHR,BOM,2027-02-15,,EY,PREMIUM_ECONOMY,1,1,0,1,ONE_WAY,GBP,490,17,1,2575.43,3270.8
DOH,DFW,2027-06-22,,EK,ECONOMY,2,1,0,0,ONE_WAY,GBP,514,13,21,1667.17,2117.31
BAH,MAD,2026-10-22,2026-11-17,6E,FIRST,3,2,0,1,ROUND_TRIP,USD,700,9,20,53113.21,53113.21
FCO,MCT,2026-12-16,2026-12-31,GA,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,USD,228,5,8,3726.79,3726.79
SFO,MIA,2027-06-09,2027-07-03,DL,ECONOMY,4,0,0,0,ROUND_TRIP,USD,133,4,6,4010.95,4010.95
ZRH,DEL,2026-10-16,,SQ,ECONOMY,2,0,0,0,ONE_WAY,USD,345,17,22,2981.49,2981.49
KUL,AUH,2026-12-22,2026-12-28,SG,BUSINESS,3,2,0,1,ROUND_TRIP,INR,374,20,2,23084.25,277.01
MNL,MAD,2027-04-24,,QR,ECONOMY,4,1,0,1,ONE_WAY,INR,361,22,4,4207.56,50.49
SFO,BLR,2027-07-21,2027-08-19,SQ,ECONOMY,2,2,0,0,ROUND_TRIP,INR,475,8,15,9688.1,116.26
MNL,CDG,2027-05-30,2027-06-14,DL,ECONOMY,1,1,0,1,ROUND_TRIP,GBP,253,19,23,4341.42,5513.6
DFW,HYD,2027-06-07,2027-07-01,WN,ECONOMY,1,0,1,0,ROUND_TRIP,GBP,105,22,23,1406.57,1786.34
HYD,ORD,2027-03-23,2027-04-16,SQ,BUSINESS,2,2,0,1,ROUND_TRIP,EUR,400,0,6,17017.08,18378.45
MEL,KWI,2027-02-13,,AI,PREMIUM_ECONOMY,1,0,0,2,ONE_WAY,USD,287,21,1,1077.65,1077.65
AMS,KUL,2027-07-11,2027-07-24,6E,ECONOMY,2,0,0,2,ROUND_TRIP,GBP,421,23,6,4506.9,5723.76
LAX,KWI,2026-10-04,,LX,BUSINESS,2,1,0,1,ONE_WAY,GBP,187,23,2,6768.55,8596.06
MNL,KWI,2026-11-08,,PR,ECONOMY,1,1,0,1,ONE_WAY,INR,245,10,14,1826.99,21.92
PNQ,MCT,2026-09-21,,DL,ECONOMY,1,0,0,1,ONE_WAY,GBP,253,6,10,1096.49,1392.54
MIA,FRA,2027-01-11,,IX,PREMIUM_ECONOMY,4,0,1,1,ONE_WAY,USD,388,19,1,2717.65,2717.65
CCU,JFK,2026-12-04,,QR,ECONOMY,2,0,0,1,ONE_WAY,EUR,586,7,16,2495.52,2695.16
MCT,AUH,2026-11-20,2026-12-06,AI,ECONOMY,1,0,0,2,ROUND_TRIP,AED,691,5,16,1334.63,363.02
NRT,MIA,2027-03-22,2027-04-05,SQ,ECONOMY,1,1,0,1,ROUND_TRIP,USD,318,11,16,4058.93,4058.93
ICN,LAX,2027-04-30,,SG,FIRST,4,0,0,0,ONE_WAY,AED,122,22,0,15493.62,4214.26
ICN,ZRH,2027-04-09,2027-04-20,UK,BUSINESS,2,0,0,2,ROUND_TRIP,INR,528,18,2,5065.24,60.78
MNL,SIN,2026-10-28,,SG,FIRST,2,0,0,2,ONE_WAY,EUR,268,2,6,3107.63,3356.24
LAX,MAA,2026-10-21,,GA,ECONOMY,1,0,0,1,ONE_WAY,AED,598,12,21,482.01,131.11
FCO,LAX,2026-08-17,2026-09-08,QR,ECONOMY,1,0,0,0,ROUND_TRIP,SGD,642,1,11,5286.69,3912.15
LAX,PNQ,2026-11-13,2026-12-12,PR,FIRST,2,1,0,1,ROUND_TRIP,EUR,373,5,11,30412.08,32845.05
PNQ,LAX,2027-02-05,,SG,ECONOMY,2,1,0,1,ONE_WAY,INR,599,5,14,560.14,6.72
FCO,ORD,2027-07-04,2027-07-09,EK,PREMIUM_ECONOMY,1,0,0,2,ROUND_TRIP,EUR,821,10,23,6414.31,6927.45
BOM,MAA,2026-08-28,,UA,ECONOMY,4,0,0,0,ONE_WAY,USD,659,18,4,8356.11,8356.11
ORD,MAA,2027-06-17,2027-07-01,EK,ECONOMY,1,0,0,2,ROUND_TRIP,USD,240,18,22,649.94,649.94
KWI,NRT,2027-01-20,,IX,BUSINESS,4,1,0,0,ONE_WAY,GBP,577,9,18,10670.4,13551.41
LAX,KWI,2027-07-17,2027-08-06,DL,ECONOMY,2,2,1,2,ROUND_TRIP,EUR,342,12,17,6874.25,7424.19
SYD,MAA,2027-04-16,,BA,ECONOMY,1,1,0,0,ONE_WAY,SGD,454,21,4,1028.2,760.87
DPS,AMD,2027-07-09,2027-07-18,AA,ECONOMY,2,1,0,1,ROUND_TRIP,AED,206,9,12,1892.7,514.81
MAD,BKK,2027-01-08,,AF,ECONOMY,1,0,0,0,ONE_WAY,USD,386,21,3,795.38,795.38
BLR,ICN,2026-09-07,,6E,ECONOMY,2,0,0,0,ONE_WAY,AED,618,17,3,1656.4,450.54
BAH,ORD,2027-08-06,2027-08-10,UA,ECONOMY,2,0,0,0,ROUND_TRIP,AED,165,6,8,4879.72,1327.28
KUL,KWI,2026-11-27,,QR,PREMIUM_ECONOMY,1,0,0,2,ONE_WAY,USD,718,22,9,1695.85,1695.85
CDG,LAX,2027-07-22,2027-08-02,EK,FIRST,3,0,0,0,ROUND_TRIP,USD,592,13,22,33061.73,33061.73
MEL,FCO,2026-11-19,2026-12-18,EY,BUSINESS,1,0,0,0,ROUND_TRIP,AED,554,15,0,6020.11,1637.47
MIA,HYD,2026-09-17,,MH,BUSINESS,1,0,0,1,ONE_WAY,GBP,348,5,10,2510.89,3188.83
ZRH,DOH,2026-10-08,2026-11-04,GA,ECONOMY,1,0,0,1,ROUND_TRIP,SGD,454,3,10,2237.4,1655.68
CCU,MEL,2026-09-25,,LX,ECONOMY,1,0,0,0,ONE_WAY,USD,333,22,3,1011.96,1011.96
MAA,FRA,2026-11-18,,KL,PREMIUM_ECONOMY,2,0,1,1,ONE_WAY,USD,229,6,9,1495.58,1495.58
AUH,LAX,2026-09-15,,WY,BUSINESS,2,0,0,0,ONE_WAY,USD,624,7,17,10479.82,10479.82
BAH,LAX,2027-05-21,,TG,PREMIUM_ECONOMY,3,0,0,0,ONE_WAY,EUR,582,10,19,6325.56,6831.6
NRT,SYD,2027-02-25,,AI,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,SGD,188,0,3,1205.07,891.75
BLR,MIA,2027-04-14,2027-05-05,PR,ECONOMY,1,0,0,1,ROUND_TRIP,INR,600,20,6,1418.92,17.03
BKK,CDG,2027-02-14,,TG,ECONOMY,2,0,0,1,ONE_WAY,AUD,352,7,12,2208.2,1435.33
MAD,KWI,2027-08-12,2027-09-01,AF,FIRST,1,1,0,1,ROUND_TRIP,USD,251,7,11,26239.31,26239.31
MCT,SFO,2026-10-21,,KL,BUSINESS,4,0,0,1,ONE_WAY,EUR,373,23,5,8678.55,9372.83
MCT,FRA,2027-03-11,2027-03-25,EY,PREMIUM_ECONOMY,2,1,0,1,ROUND_TRIP,SGD,583,20,5,6163.35,4560.88
AMD,SYD,2026-11-02,2026-11-26,SQ,ECONOMY,3,0,0,0,ROUND_TRIP,SGD,468,12,19,8550.46,6327.34
NRT,SIN,2026-11-01,,EK,BUSINESS,2,0,1,1,ONE_WAY,USD,577,20,5,5591.06,5591.06
AUH,SIN,2027-07-01,2027-07-05,BA,ECONOMY,4,0,1,1,ROUND_TRIP,USD,376,21,3,11227.93,11227.93
MAA,AMD,2026-10-30,2026-11-08,AI,ECONOMY,3,0,1,0,ROUND_TRIP,USD,250,9,13,6336.69,6336.69
ZRH,KUL,2026-10-13,,LX,ECONOMY,3,0,0,0,ONE_WAY,USD,334,17,22,2219.38,2219.38
SFO,DOH,2026-10-28,,UA,ECONOMY,2,2,1,1,ONE_WAY,AUD,366,14,20,932.37,606.04
DFW,MNL,2027-03-31,2027-04-03,AF,ECONOMY,4,0,0,1,ROUND_TRIP,EUR,563,15,0,5317.01,5742.37
MEL,LAX,2027-07-22,2027-07-31,BA,FIRST,1,0,0,0,ROUND_TRIP,USD,626,20,6,6850.22,6850.22
CCU,ORD,2027-05-03,,WN,FIRST,2,2,0,0,ONE_WAY,GBP,121,8,10,13590.23,17259.59
BOM,HKG,2027-07-16,,BA,BUSINESS,1,0,0,0,ONE_WAY,USD,84,14,15,1157.2,1157.2
DXB,DEL,2027-02-22,,GA,ECONOMY,1,0,0,0,ONE_WAY,USD,105,10,11,1038.31,1038.31
HKG,SIN,2027-04-01,,KL,PREMIUM_ECONOMY,1,0,0,0,ONE_WAY,USD,339,21,2,1798.69,1798.69
HKG,PNQ,2026-09-27,2026-10-27,AI,BUSINESS,1,0,0,1,ROUND_TRIP,USD,672,2,13,2091.99,2091.99
DEL,LAX,2027-06-23,2027-06-29,WN,ECONOMY,4,0,0,1,ROUND_TRIP,SGD,644,1,11,4230.64,3130.67
CCU,BAH,2027-06-30,,SG,PREMIUM_ECONOMY,2,0,0,0,ONE_WAY,EUR,232,16,19,1975.9,2133.97
CGK,BAH,2026-11-16,2026-12-05,MH,FIRST,1,0,0,0,ROUND_TRIP,USD,530,0,8,11486.07,11486.07
AUH,SYD,2026-11-05,2026-11-20,DL,FIRST,1,0,0,2,ROUND_TRIP,INR,831,20,9,15989.72,191.88
DPS,MAD,2027-07-29,2027-08-09,WN,ECONOMY,1,0,0,0,ROUND_TRIP,USD,378,9,15,1064.09,1064.09
MNL,LAX,2027-07-25,2027-07-30,GA,ECONOMY,2,1,0,2,ROUND_TRIP,EUR,505,10,18,1582.42,1709.01
ORD,MAA,2027-01-21,2027-02-10,DL,ECONOMY,2,0,0,1,ROUND_TRIP,EUR,170,23,1,973.4,1051.27
LAX,SIN,2026-10-31,,IB,BUSINESS,4,0,0,1,ONE_WAY,INR,247,4,8,13904.45,166.85
DFW,SIN,2027-07-18,2027-07-26,AI,BUSINESS,3,0,0,1,ROUND_TRIP,USD,347,4,9,28487.64,28487.64
BOM,SFO,2026-12-08,,LX,ECONOMY,1,0,1,1,ONE_WAY,USD,594,6,15,1076.75,1076.75
MNL,SIN,2027-04-15,,KL,BUSINESS,1,2,0,0,ONE_WAY,SGD,62,19,20,3627.82,2684.59
MNL,MCT,2027-06-16,2027-06-23,KL,ECONOMY,1,0,0,1,ROUND_TRIP,GBP,237,16,19,1123.43,1426.76
JFK,DFW,2027-01-28,,MH,BUSINESS,1,0,0,0,ONE_WAY,AUD,373,22,4,4096.19,2662.52
CGK,AMS,2026-12-09,2027-01-03,UA,ECONOMY,3,2,0,1,ROUND_TRIP,GBP,734,18,6,5095.85,6471.73
CDG,FRA,2027-05-11,2027-05-29,LX,ECONOMY,3,0,0,0,ROUND_TRIP,USD,380,14,20,5778.17,5778.17
AMS,MAA,2026-12-06,,IB,ECONOMY,2,0,0,1,ONE_WAY,INR,599,20,5,1870.84,22.45
ZRH,ORD,2027-07-10,,WN,ECONOMY,1,2,0,1,ONE_WAY,USD,636,6,16,1771.59,1771.59
BLR,MCT,2026-10-26,,AA,BUSINESS,1,1,0,0,ONE_WAY,INR,165,9,11,5470.39,65.64
BOM,SIN,2027-01-21,2027-01-27,SG,ECONOMY,1,0,0,1,ROUND_TRIP,AUD,295,8,12,1357.52,882.39
KUL,MAD,2027-02-22,,EK,ECONOMY,1,0,0,0,ONE_WAY,USD,406,17,23,1812.32,1812.32
SIN,ZRH,2027-05-02,2027-05-06,AF,ECONOMY,2,0,0,0,ROUND_TRIP,INR,317,23,4,4341.63,52.1
MAA,AUH,2027-02-05,,IX,ECONOMY,1,0,0,0,ONE_WAY,INR,453,2,9,636.34,7.64
MIA,SYD,2026-10-12,2026-11-08,6E,ECONOMY,1,1,0,1,ROUND_TRIP,USD,295,8,12,2234.26,2234.26
SYD,BOM,2026-10-23,2026-11-11,6E,PREMIUM_ECONOMY,1,1,1,2,ROUND_TRIP,EUR,779,10,22,3764.63,4065.8
DFW,SFO,2026-09-01,,AI,ECONOMY,2,0,0,0,ONE_WAY,USD,458,6,13,1523.25,1523.25
CCU,DFW,2027-05-25,,AA,BUSINESS,2,2,0,0,ONE_WAY,USD,614,11,21,6142.85,6142.85
DFW,DOH,2027-03-30,,EY,BUSINESS,3,0,0,1,ONE_WAY,USD,245,19,23,2579.96,2579.96
MCT,KWI,2027-08-02,2027-08-26,UK,ECONOMY,3,0,0,1,ROUND_TRIP,INR,407,6,12,1197.91,14.37
DPS,FCO,2026-08-20,2026-08-29,LH,ECONOMY,3,1,0,0,ROUND_TRIP,USD,326,5,10,4232.11,4232.11
DFW,ZRH,2026-12-19,2026-12-24,IB,FIRST,1,0,0,2,ROUND_TRIP,USD,447,19,2,7053.48,7053.48
DEL,HYD,2026-10-02,,WN,ECONOMY,1,0,0,2,ONE_WAY,USD,294,1,5,468.61,468.61
SIN,ORD,2026-11-26,2026-12-02,SG,ECONOMY,1,0,0,1,ROUND_TRIP,USD,342,20,1,1454.91,1454.91
BOM,MNL,2027-08-08,,EK,ECONOMY,3,0,0,0,ONE_WAY,USD,336,18,23,1679.41,1679.41
MCT,MAA,2026-09-05,,AF,PREMIUM_ECONOMY,3,0,1,1,ONE_WAY,EUR,300,21,2,5286.56,5709.48
AMS,FCO,2026-08-14,2026-09-06,GA,ECONOMY,1,1,0,1,ROUND_TRIP,USD,313,1,6,6029.35,6029.35
SYD,MNL,2027-02-21,2027-03-17,QR,PREMIUM_ECONOMY,1,0,0,1,ROUND_TRIP,USD,615,11,21,1811.21,1811.21
SYD,ICN,2026-10-28,2026-11-26,IX,ECONOMY,2,0,1,1,ROUND_TRIP,EUR,284,21,1,2298.29,2482.15
SFO,ORD,2027-07-28,,KL,ECONOMY,4,0,0,1,ONE_WAY,USD,418,5,11,1143.02,1143.02
HYD,LAX,2027-06-03,2027-06-10,AA,BUSINESS,1,0,0,2,ROUND_TRIP,USD,870,6,20,8678.38,8678.38
SFO,PNQ,2027-07-30,,AA,ECONOMY,1,0,1,1,ONE_WAY,EUR,397,22,4,337.5,364.5
JFK,HKG,2027-02-09,2027-03-07,UK,ECONOMY,4,0,0,0,ROUND_TRIP,USD,404,13,19,2203.89,2203.89
KUL,AUH,2026-09-19,,MH,BUSINESS,2,0,0,0,ONE_WAY,USD,285,22,2,5685.59,5685.59
FCO,CDG,2026-10-14,2026-10-23,PR,ECONOMY,1,1,0,0,ROUND_TRIP,EUR,503,5,13,890.56,961.8
FRA,KUL,2027-03-21,,UK,ECONOMY,2,0,0,0,ONE_WAY,EUR,418,19,1,2063.41,2228.48
CGK,HYD,2027-05-16,,TG,ECONOMY,1,1,0,0,ONE_WAY,USD,99,3,4,441.59,441.59
LAX,HKG,2027-07-03,2027-07-09,AI,ECONOMY,1,0,0,0,ROUND_TRIP,INR,73,14,15,421.25,5.05
JFK,CDG,2026-08-19,,WN,FIRST,2,1,0,1,ONE_WAY,USD,431,21,4,16252.26,16252.26
BOM,NRT,2026-12-21,,IB,ECONOMY,2,1,0,1,ONE_WAY,USD,650,18,4,4568.71,4568.71
